ano,capital,Instituição,UF,População,Conta,codigo_conta,nome_conta,valor_empenhado,valor_pago,diferenca_empenhado_pago,taxa_execucao_percentual,valor_pago_per_capita,valor_empenhado_per_capita
2020.0,Boa Vista,Prefeitura Municipal de Boa Vista - RR,RR,399213.0,18 - Gestão Ambiental,18,Gestão Ambiental,14008591.57,13967139.23,41452.33999999985,99.7040934501312,34.98668437651079,35.09051952215985
2020.0,Boa Vista,Prefeitura Municipal de Boa Vista - RR,RR,399213.0,20 - Agricultura,20,Agricultura,6075709.55,3746709.55,2329000.0,61.66702866828122,9.38523933338844,15.219217685796805
2020.0,Boa Vista,Prefeitura Municipal de Boa Vista - RR,RR,399213.0,23 - Comércio e Serviços,23,Comércio e Serviços,358872.65,261574.15,97298.50000000003,72.88773608130906,0.6552245292613217,0.8989503097344025
2020.0,Boa Vista,Prefeitura Municipal de Boa Vista - RR,RR,399213.0,25 - Energia,25,Energia,28964989.6,26006816.58,2958173.0200000033,89.78707377129524,65.14521465984323,72.55522640795766
2020.0,Boa Vista,Prefeitura Municipal de Boa Vista - RR,RR,399213.0,26 - Transporte,26,Transporte,26952880.01,22152679.75,4800200.260000002,82.19039947412283,55.490877676829164,67.51503585805072
2020.0,Boa Vista,Prefeitura Municipal de Boa Vista - RR,RR,399213.0,27 - Desporto e Lazer,27,Desporto e Lazer,2173816.41,2005335.39,168481.02000000025,92.24952856069385,5.023221663623178,5.445254563353398
2020.0,Boa Vista,Prefeitura Municipal de Boa Vista - RR,RR,399213.0,28 - Encargos Especiais,28,Encargos Especiais,45561034.95,43859634.0,1701400.950000003,96.26566659017476,109.8652448692803,114.12713250820991
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,01 - Legislativa,01,Legislativa,80363674.49,75295991.87,5067682.61999999,93.6940630799173,84.03739346326154,89.6934028697005
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,02 - Judiciária,02,Judiciária,26152161.0,25465396.3,686764.6999999993,97.37396576902383,28.42177220078082,29.188266058916362
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,04 - Administração,04,Administração,177231750.31,162707213.97,14524536.340000004,91.80477746532728,181.59652087876765,197.80726656339078
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,06 - Segurança Pública,06,Segurança Pública,56660523.51,53347912.81,3312610.6999999955,94.15358260956528,59.54127740289426,63.238461832938604
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,08 - Assistência Social,08,Assistência Social,89444110.74,81369164.52,8074946.219999999,90.97207613425483,90.81562410852003,99.82802192454758
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,09 - Previdência Social,09,Previdência Social,443684876.4,443652512.06,32364.339999973774,99.9927055570921,495.1578402914344,495.19396193227095
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,10 - Saúde,10,Saúde,1488563092.03,1379774561.61,108788530.42000008,92.6917084668785,1539.9579027368852,1661.3761125000278
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,11 - Trabalho,11,Trabalho,70245630.11,64005644.55,6239985.560000002,91.11690570612208,71.43630625392028,78.400715762147
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,12 - Educação,12,Educação,947808193.71,905878868.52,41929325.19000006,95.57618034236691,1011.045834090417,1057.8428960738052
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,13 - Cultura,13,Cultura,23929604.08,20817902.53,3111701.549999997,86.99643529580705,23.234732985707303,26.7076839490079
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,14 - Direitos da Cidadania,14,Direitos da Cidadania,11827132.57,10943509.26,883623.3100000005,92.52884581473833,12.21398338359476,13.200189925690472
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,15 - Urbanismo,15,Urbanismo,333797195.13,286860990.69,46936204.44,85.93870615907353,320.1637875426069,372.5489966651116
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,16 - Habitação,16,Habitação,13596487.1,10403642.29,3192844.8100000005,76.51713426771832,11.611441178505817,15.174955635269459
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,18 - Gestão Ambiental,18,Gestão Ambiental,31030289.49,29829411.94,1200877.549999997,96.12998276929709,33.292423218323584,34.63271526660134
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,19 - Ciência e Tecnologia,19,Ciência e Tecnologia,696789.27,691160.03,5629.239999999991,99.19211729537683,0.7713994589177015,0.7776822190624365
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,20 - Agricultura,20,Agricultura,4785492.3,4778111.61,7380.6899999994785,99.84576947287117,5.33282098301082,5.341058525729311
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,22 - Indústria,22,Indústria,104544.53,77986.03,26558.5,74.59599273151834,0.08703972847668814,0.11668150699456016
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,23 - Comércio e Serviços,23,Comércio e Serviços,5172256.39,4364847.94,807408.4499999993,84.38962825661473,4.8715799424542015,5.772723548017705
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,24 - Comunicações,24,Comunicações,4744144.27,4744144.27,0.0,100.0,5.294910243732574,5.294910243732574
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,26 - Transporte,26,Transporte,176523749.11,147507472.32,29016276.79000002,83.56239489796998,164.63218270009887,197.01707077820762
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,27 - Desporto e Lazer,27,Desporto e Lazer,18967527.6,16131207.0,2836320.6000000015,85.04644010640585,18.0039409273847,21.169540905955703
2020.0,Campo Grande,Prefeitura Municipal de Campo Grande - MS,MS,895982.0,28 - Encargos Especiais,28,Encargos Especiais,123496302.26,111983113.8,11513188.460000008,90.67730106140263,124.98366462719117,137.83346346243565
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,01 - Legislativa,01,Legislativa,55556996.56,55039762.54,517234.0200000033,99.06900291227694,89.85394188527574,90.69834079670622
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,04 - Administração,04,Administração,539312445.09,509644921.89,29667523.200000048,94.49901008773325,832.0094978671024,880.4425539427996
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,06 - Segurança Pública,06,Segurança Pública,6547383.35,6547383.35,0.0,100.0,10.688785268722237,10.688785268722237
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,08 - Assistência Social,08,Assistência Social,63364883.05,59895298.84,3469584.2099999934,94.52443681263925,97.78073982894374,103.44493247048797
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,09 - Previdência Social,09,Previdência Social,274323620.09,274220695.14,102924.94999998808,99.96248046377988,447.6729053280809,447.84093316920985
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,10 - Saúde,10,Saúde,987198390.28,934463486.98,52734903.29999995,94.65812507199868,1525.5376109588326,1611.6288060834515
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,11 - Trabalho,11,Trabalho,9663630.58,9423653.48,239977.09999999963,97.51669832561004,15.384376186643637,15.776145471286284
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,12 - Educação,12,Educação,447419203.06,447112529.3,306673.75999999046,99.93145717530616,729.9236292072281,730.4242826428012
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,13 - Cultura,13,Cultura,17692537.51,13276390.55,4416146.960000001,75.03949358590339,21.67407651984256,28.883559155460727
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,14 - Direitos da Cidadania,14,Direitos da Cidadania,1273321.82,1240085.59,33236.22999999998,97.38980126799368,2.0244741872868532,2.078733256386857
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,15 - Urbanismo,15,Urbanismo,135817776.17,127237707.97,8580068.199999988,93.68266184150997,207.7190941593053,221.72629393336345
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,16 - Habitação,16,Habitação,11710058.24,10192650.59,1517407.6500000004,87.0418436962445,16.63978533892093,19.11699549585583
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,17 - Saneamento,17,Saneamento,3493596.93,3493596.93,0.0,100.0,5.703394074250629,5.703394074250629
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,18 - Gestão Ambiental,18,Gestão Ambiental,5626862.2,5459696.41,167165.79000000004,97.02914725724045,8.913106112673804,9.186008910336676
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,20 - Agricultura,20,Agricultura,1857226.24,1831431.69,25794.550000000047,98.61112505065618,2.989863128870111,3.0319734485680283
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,23 - Comércio e Serviços,23,Comércio e Serviços,761224.94,679760.23,81464.70999999996,89.29820796465235,1.1097274658107867,1.2427208687659885
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,26 - Transporte,26,Transporte,13244279.75,11942341.35,1301938.4000000004,90.16980594962138,19.49620412800977,21.621654746492922
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,27 - Desporto e Lazer,27,Desporto e Lazer,1213222.08,1026627.08,186595.00000000012,84.61988097018477,1.6759972377629797,1.9806187606828538
2020.0,Cuiabá,Prefeitura Municipal de Cuiabá - MT,MT,612547.0,28 - Encargos Especiais,28,Encargos Especiais,57737940.48,57713605.34,24335.139999993145,99.95785242806085,94.2190645615765,94.25879235389284
2020.0,Curitiba,Prefeitura Municipal de Curitiba - PR,PR,1933105.0,01 - Legislativa,01,Legislativa,110283735.51,101811417.86,8472317.650000006,92.3177088526968,52.66729839299986,57.05004927823372
2020.0,Curitiba,Prefeitura Municipal de Curitiba - PR,PR,1933105.0,03 - Essencial à Justiça,03,Essencial à Justiça,44826147.93,44113620.19,712527.7400000021,98.41046404185192,22.82008488416304,23.18867724722661
2020.0,Curitiba,Prefeitura Municipal de Curitiba - PR,PR,1933105.0,04 - Administração,04,Administração,579822605.12,548662203.51,31160401.610000014,94.62587326971305,283.8243155493364,299.94366840911385
2020.0,Curitiba,Prefeitura Municipal de Curitiba - PR,PR,1933105.0,06 - Segurança Pública,06,Segurança Pública,143286106.6,131536123.25,11749983.349999994,91.79963526903452,68.04396204551745,74.12225750799878
2020.0,Curitiba,Prefeitura Municipal de Curitiba - PR,PR,1933105.0,08 - Assistência Social,08,Assistência Social,208250106.71,187337439.24,20912667.47,89.95790792120837,96.91012088841528,107.72829551938462
2020.0,Curitiba,Prefeitura Municipal de Curitiba - PR,PR,1933105.0,09 - Previdência Social,09,Previdência Social,1361756326.04,1361070661.02,685665.0199999809,99.94964847918175,704.0852209373004,704.4399171488357
2020.0,Curitiba,Prefeitura Municipal de Curitiba - PR,PR,1933105.0,10 - Saúde,10,Saúde,2106271850.59,2006355075.35,99916775.24000001,95.25622605590955,1037.8924452370668,1089.5796403144163
